coil_geometry,turns,gap,offset,frequency,q_factor,voltage,current,ferrite,shield,efficiency
pancake,8,20,10,90,150,350,5,B1,mu-metal,78.80653341347238
pancake,8,20,10,90,170,300,3,A1,none,78.02051907313965
pancake,8,20,10,90,170,300,3,A1,mu-metal,78.03864574484415
pancake,8,20,10,90,170,300,3,B1,none,77.90147008121947
pancake,8,20,10,90,170,300,3,B1,mu-metal,78.1845400389287
pancake,8,20,10,90,170,300,5,A1,none,78.16974854292646
pancake,8,20,10,90,170,300,5,A1,mu-metal,79.45028403075621
pancake,8,20,10,90,170,300,5,B1,none,78.99766028452548
pancake,8,20,10,90,170,300,5,B1,mu-metal,78.79976834326163
pancake,8,20,10,90,170,350,3,A1,none,77.96316364184915
pancake,8,20,10,90,170,350,3,A1,mu-metal,79.21987394366874
pancake,8,20,10,90,170,350,3,B1,none,78.4052248249409
pancake,8,20,10,90,170,350,3,B1,mu-metal,77.27194531541505
pancake,8,20,10,90,170,350,5,A1,none,78.8521735168153
pancake,8,20,10,90,170,350,5,A1,mu-metal,79.26607901624
pancake,8,20,10,90,170,350,5,B1,none,78.58155482299892
pancake,8,20,10,90,170,350,5,B1,mu-metal,78.14342562044736
pancake,10,10,0,80,150,300,3,A1,none,90.1292433307308
pancake,10,10,0,80,150,300,3,A1,mu-metal,90.52271326864008
pancake,10,10,0,80,150,300,3,B1,none,89.92466149347617
pancake,10,10,0,80,150,300,3,B1,mu-metal,91.28753042449864
pancake,10,10,0,80,150,300,5,A1,none,91.15173664547184
pancake,10,10,0,80,150,300,5,A1,mu-metal,90.09802928251834
pancake,10,10,0,80,150,300,5,B1,none,90.33996794118616
pancake,10,10,0,80,150,300,5,B1,mu-metal,90.11372821425068
pancake,10,10,0,80,150,350,3,A1,none,90.69699533885974
pancake,10,10,0,80,150,350,3,A1,mu-metal,91.0559455188279
pancake,10,10,0,80,150,350,3,B1,none,90.5724604067912
pancake,10,10,0,80,150,350,3,B1,mu-metal,90.91926261865322
pancake,10,10,0,80,150,350,5,A1,none,90.21540779141708
pancake,10,10,0,80,150,350,5,A1,mu-metal,90.80943012053469
pancake,10,10,0,80,150,350,5,B1,none,91.25017230008592
pancake,10,10,0,80,150,350,5,B1,mu-metal,91.03889884970532
pancake,10,10,0,80,170,300,3,A1,none,90.40615868576344
pancake,10,10,0,80,170,300,3,A1,mu-metal,91.8715124760031
pancake,10,10,0,80,170,300,3,B1,none,90.72377442834932
pancake,10,10,0,80,170,300,3,B1,mu-metal,90.60074373630138
pancake,10,10,0,80,170,300,5,A1,none,91.27534220865964
pancake,10,10,0,80,170,300,5,A1,mu-metal,90.52312882199313
pancake,10,10,0,80,170,300,5,B1,none,90.6091332932056
pancake,10,10,0,80,170,300,5,B1,mu-metal,91.36776095180144
pancake,10,10,0,80,170,350,3,A1,none,90.61192646926
pancake,10,10,0,80,170,350,3,A1,mu-metal,90.78407849400936
pancake,10,10,0,80,170,350,3,B1,none,91.14019620531008
pancake,10,10,0,80,170,350,3,B1,mu-metal,91.02887745250662
pancake,10,10,0,80,170,350,5,A1,none,90.15240590771197
pancake,10,10,0,80,170,350,5,A1,mu-metal,91.64486300840768
pancake,10,10,0,80,170,350,5,B1,none,90.69741186353642
pancake,10,10,0,80,170,350,5,B1,mu-metal,90.48371063405531
pancake,10,10,0,90,150,300,3,A1,none,90.19172074918583
pancake,10,10,0,90,150,300,3,A1,mu-metal,90.47497903323205
pancake,10,10,0,90,150,300,3,B1,none,89.72774177636518
pancake,10,10,0,90,150,300,3,B1,mu-metal,90.18568003463513
pancake,10,10,0,90,150,300,5,A1,none,90.31066060859676
pancake,10,10,0,90,150,300,5,A1,mu-metal,91.83432262735344
pancake,10,10,0,90,150,300,5,B1,none,91.16809719917772
pancake,10,10,0,90,150,300,5,B1,mu-metal,91.463773895895
pancake,10,10,0,90,150,350,3,A1,none,90.53322040098418
pancake,10,10,0,90,150,350,3,A1,mu-metal,90.74345754599312
pancake,10,10,0,90,150,350,3,B1,none,90.59569425049332
pancake,10,10,0,90,150,350,3,B1,mu-metal,91.3513211674849
pancake,10,10,0,90,150,350,5,A1,none,91.1728022110042
pancake,10,10,0,90,150,350,5,A1,mu-metal,91.33881454328338
pancake,10,10,0,90,150,350,5,B1,none,90.27933896032587
pancake,10,10,0,90,150,350,5,B1,mu-metal,90.53709474929396
pancake,10,10,0,90,170,300,3,A1,none,91.35056659186932
pancake,10,10,0,90,170,300,3,A1,mu-metal,90.57149870260616
pancake,10,10,0,90,170,300,3,B1,none,90.58882407151307
pancake,10,10,0,90,170,300,3,B1,mu-metal,91.15136158940447
pancake,10,10,0,90,170,300,5,A1,none,90.84021129458245
pancake,10,10,0,90,170,300,5,A1,mu-metal,91.0766320056559
pancake,10,10,0,90,170,300,5,B1,none,90.48461073870511
pancake,10,10,0,90,170,300,5,B1,mu-metal,91.42226898706654
pancake,10,10,0,90,170,350,3,A1,none,90.76773094717232
pancake,10,10,0,90,170,350,3,A1,mu-metal,89.98718730577173
pancake,10,10,0,90,170,350,3,B1,none,90.26311560000158
pancake,10,10,0,90,170,350,3,B1,mu-metal,91.65924559167551
pancake,10,10,0,90,170,350,5,A1,none,91.2622263031632
pancake,10,10,0,90,170,350,5,A1,mu-metal,90.82420162168056
pancake,10,10,0,90,170,350,5,B1,none,91.84849704995683
pancake,10,10,0,90,170,350,5,B1,mu-metal,91.06672202377572
pancake,10,10,10,80,150,300,3,A1,none,84.95889463163095
pancake,10,10,10,80,150,300,3,A1,mu-metal,85.7738265414946
pancake,10,10,10,80,150,300,3,B1,none,86.17388441740779
pancake,10,10,10,80,150,300,3,B1,mu-metal,85.48615809192835
pancake,10,10,10,80,150,300,5,A1,none,85.92048201340884
pancake,10,10,10,80,150,300,5,A1,mu-metal,85.66867331423622
pancake,10,10,10,80,150,300,5,B1,none,85.68060678578694
pancake,10,10,10,80,150,300,5,B1,mu-metal,85.84806915288202
pancake,10,10,10,80,150,350,3,A1,none,85.7506877042943
pancake,10,10,10,80,150,350,3,A1,mu-metal,85.59587909532932
pancake,10,10,10,80,150,350,3,B1,none,84.97254410862278
pancake,10,10,10,80,150,350,3,B1,mu-metal,85.28057294442229
pancake,10,10,10,80,150,350,5,A1,none,85.01915696057402
pancake,10,10,10,80,150,350,5,A1,mu-metal,85.46867075180828
pancake,10,10,10,80,150,350,5,B1,none,85.53091784932904
pancake,10,10,10,80,150,350,5,B1,mu-metal,86.25549327052622
pancake,10,10,10,80,170,300,3,A1,none,85.55357774127387
pancake,10,10,10,80,170,300,3,A1,mu-metal,85.31380828698512
pancake,10,10,10,80,170,300,3,B1,none,85.55421253612414
pancake,10,10,10,80,170,300,3,B1,mu-metal,85.07428674972003
pancake,10,10,10,80,170,300,5,A1,none,86.3885848468564
pancake,10,10,10,80,170,300,5,A1,mu-metal,85.90998502669875
pancake,10,10,10,80,170,300,5,B1,none,85.82016722700219
pancake,10,10,10,80,170,300,5,B1,mu-metal,85.43739688211103
pancake,10,10,10,80,170,350,3,A1,none,85.24762837585956
pancake,10,10,10,80,170,350,3,A1,mu-metal,85.75356377670744
pancake,10,10,10,80,170,350,3,B1,none,86.24099707725418
pancake,10,10,10,80,170,350,3,B1,mu-metal,85.88502378825828
pancake,10,10,10,80,170,350,5,A1,none,85.89576031987872
pancake,10,10,10,80,170,350,5,A1,mu-metal,86.08322849214358
pancake,10,10,10,80,170,350,5,B1,none,86.22274714785355
pancake,10,10,10,80,170,350,5,B1,mu-metal,85.40731314267121
pancake,10,10,10,90,150,300,3,A1,none,86.3910099245447
pancake,10,10,10,90,150,300,3,A1,mu-metal,85.12833269380798
pancake,10,10,10,90,150,300,3,B1,none,85.36049923350578
pancake,10,10,10,90,150,300,3,B1,mu-metal,86.50240637627408
pancake,10,10,10,90,150,300,5,A1,none,86.17428328268834
pancake,10,10,10,90,150,300,5,A1,mu-metal,85.47051119124292
pancake,10,10,10,90,150,300,5,B1,none,85.86432701056137
pancake,10,10,10,90,150,300,5,B1,mu-metal,85.7409899526192
pancake,10,10,10,90,150,350,3,A1,none,85.28650211593312
pancake,10,10,10,90,150,350,3,A1,mu-metal,85.85787023589472
pancake,10,10,10,90,150,350,3,B1,none,85.25293914334934
pancake,10,10,10,90,150,350,3,B1,mu-metal,85.95758617482215
pancake,10,10,10,90,150,350,5,A1,none,85.47773351038599
pancake,10,10,10,90,150,350,5,A1,mu-metal,86.81080194334126
pancake,10,10,10,90,150,350,5,B1,none,86.6353055758116
pancake,10,10,10,90,150,350,5,B1,mu-metal,86.3973004853589
pancake,10,10,10,90,170,300,3,A1,none,85.49032112098155
pancake,10,10,10,90,170,300,3,A1,mu-metal,84.7773186111049
pancake,10,10,10,90,170,300,3,B1,none,85.64151329637993
pancake,10,10,10,90,170,300,3,B1,mu-metal,86.10978472056577
pancake,10,10,10,90,170,300,5,A1,none,86.2833838338606
pancake,10,10,10,90,170,300,5,A1,mu-metal,86.1045605478894
pancake,10,10,10,90,170,300,5,B1,none,85.51269764414592
pancake,10,10,10,90,170,300,5,B1,mu-metal,86.83311545743915
pancake,10,10,10,90,170,350,3,A1,none,85.65139851922999
pancake,10,10,10,90,170,350,3,A1,mu-metal,86.13289305118717
pancake,10,10,10,90,170,350,3,B1,none,85.78917395504868
pancake,10,10,10,90,170,350,3,B1,mu-metal,85.73148207803592
pancake,10,10,10,90,170,350,5,A1,none,85.57546162506739
pancake,10,10,10,90,170,350,5,A1,mu-metal,85.64227325812433
pancake,10,10,10,90,170,350,5,B1,none,85.85643078862199
pancake,10,10,10,90,170,350,5,B1,mu-metal,85.70694943296152
pancake,10,15,0,80,150,300,3,A1,none,86.83580281905915
pancake,10,15,0,80,150,300,3,A1,mu-metal,88.21435036675868
pancake,10,15,0,80,150,300,3,B1,none,87.94210436648352
pancake,10,15,0,80,150,300,3,B1,mu-metal,87.47443119742992
pancake,10,15,0,80,150,300,5,A1,none,86.83617047115403
pancake,10,15,0,80,150,300,5,A1,mu-metal,86.86381532751837
pancake,10,15,0,80,150,300,5,B1,none,87.18128773602831
pancake,10,15,0,80,150,300,5,B1,mu-metal,87.49535692308456
pancake,10,15,0,80,150,350,3,A1,none,87.3832020035245
pancake,10,15,0,80,150,350,3,A1,mu-metal,87.18657969234822
pancake,10,15,0,80,150,350,3,B1,none,87.16756138281997
pancake,10,15,0,80,150,350,3,B1,mu-metal,87.2052497756625
pancake,10,15,0,80,150,350,5,A1,none,86.9477599403156
pancake,10,15,0,80,150,350,5,A1,mu-metal,87.23209451179085
pancake,10,15,0,80,150,350,5,B1,none,87.96889042691663
pancake,10,15,0,80,150,350,5,B1,mu-metal,87.3471999367205
pancake,10,15,0,80,170,300,3,A1,none,87.15880584289275
pancake,10,15,0,80,170,300,3,A1,mu-metal,86.50669245977538
pancake,10,15,0,80,170,300,3,B1,none,87.60797605239709
pancake,10,15,0,80,170,300,3,B1,mu-metal,87.34232537036922
pancake,10,15,0,80,170,300,5,A1,none,86.96094698447375
pancake,10,15,0,80,170,300,5,A1,mu-metal,86.51086548476904
pancake,10,15,0,80,170,300,5,B1,none,86.82109753431067
pancake,10,15,0,80,170,300,5,B1,mu-metal,87.11161966426444
pancake,10,15,0,80,170,350,3,A1,none,85.68446500040668
pancake,10,15,0,80,170,350,3,A1,mu-metal,86.94338193890124
pancake,10,15,0,80,170,350,3,B1,none,87.96480936665334
pancake,10,15,0,80,170,350,3,B1,mu-metal,86.37997444665359
pancake,10,15,0,80,170,350,5,A1,none,87.42151551949587
pancake,10,15,0,80,170,350,5,A1,mu-metal,86.68439417146249
pancake,10,15,0,80,170,350,5,B1,none,86.2496153278564
pancake,10,15,0,80,170,350,5,B1,mu-metal,86.56217329876195
pancake,10,15,0,90,150,300,3,A1,none,87.16047822795325
pancake,10,15,0,90,150,300,3,A1,mu-metal,87.30026220743288
pancake,10,15,0,90,150,300,3,B1,none,88.01798136908273
pancake,10,15,0,90,150,300,3,B1,mu-metal,86.83725574015735
pancake,10,15,0,90,150,300,5,A1,none,87.4582924532049
pancake,10,15,0,90,150,300,5,A1,mu-metal,86.9665675561179
pancake,10,15,0,90,150,300,5,B1,none,87.07182455936062
pancake,10,15,0,90,150,300,5,B1,mu-metal,87.66685633531148
pancake,10,15,0,90,150,350,3,A1,none,87.18256626520754
pancake,10,15,0,90,150,350,3,A1,mu-metal,87.37722928947068
pancake,10,15,0,90,150,350,3,B1,none,86.5427512145934
pancake,10,15,0,90,150,350,3,B1,mu-metal,86.8270775414381
pancake,10,15,0,90,150,350,5,A1,none,87.74967020381503
pancake,10,15,0,90,150,350,5,A1,mu-metal,86.85825956761701
pancake,10,15,0,90,150,350,5,B1,none,86.28588082210537
pancake,10,15,0,90,150,350,5,B1,mu-metal,86.82501556745777
pancake,10,15,0,90,170,300,3,A1,none,86.74521562765761
pancake,10,15,0,90,170,300,3,A1,mu-metal,87.57845292468674
pancake,10,15,0,90,170,300,3,B1,none,87.05216974034965
pancake,10,15,0,90,170,300,3,B1,mu-metal,87.41494486091857
pancake,10,15,0,90,170,300,5,A1,none,87.31556745162783
pancake,10,15,0,90,170,300,5,A1,mu-metal,87.7041475369532
pancake,10,15,0,90,170,300,5,B1,none,87.00817909729795
pancake,10,15,0,90,170,300,5,B1,mu-metal,86.97318251020677
pancake,10,15,0,90,170,350,3,A1,none,87.48910073255745
pancake,10,15,0,90,170,350,3,A1,mu-metal,85.96752031237838
pancake,10,15,0,90,170,350,3,B1,none,86.73260283031996
pancake,10,15,0,90,170,350,3,B1,mu-metal,87.24153667452255
pancake,10,15,0,90,170,350,5,A1,none,86.55764181583233
pancake,10,15,0,90,170,350,5,A1,mu-metal,88.22431880990835
pancake,10,15,0,90,170,350,5,B1,none,87.07285507166073
pancake,10,15,0,90,170,350,5,B1,mu-metal,87.86617290048257
pancake,10,15,10,80,150,300,3,A1,none,81.46339412335269
pancake,10,15,10,80,150,300,3,A1,mu-metal,81.98867393553078
pancake,10,15,10,80,150,300,3,B1,none,83.39180560463232
pancake,10,15,10,80,150,300,3,B1,mu-metal,82.53974446595188
pancake,10,15,10,80,150,300,5,A1,none,82.53555458952079
pancake,10,15,10,80,150,300,5,A1,mu-metal,83.35872624057262
pancake,10,15,10,80,150,300,5,B1,none,82.82385610790514
pancake,10,15,10,80,150,300,5,B1,mu-metal,81.10261786488417
pancake,10,15,10,80,150,350,3,A1,none,81.42295293010564
pancake,10,15,10,80,150,350,3,A1,mu-metal,82.21260075646178
pancake,10,15,10,80,150,350,3,B1,none,82.00888550506431
pancake,10,15,10,80,150,350,3,B1,mu-metal,82.89907440793418
pancake,10,15,10,80,150,350,5,A1,none,82.39224326143555
pancake,10,15,10,80,150,350,5,A1,mu-metal,82.24413843784487
pancake,10,15,10,80,150,350,5,B1,none,81.35730720303229
pancake,10,15,10,80,150,350,5,B1,mu-metal,83.44782152738811
pancake,10,15,10,80,170,300,3,A1,none,82.20339323901516
pancake,10,15,10,80,170,300,3,A1,mu-metal,81.67765288149637
pancake,10,15,10,80,170,300,3,B1,none,82.61421474179122
pancake,10,15,10,80,170,300,3,B1,mu-metal,82.14734233236861
pancake,10,15,10,80,170,300,5,A1,none,81.23312709439334
pancake,10,15,10,80,170,300,5,A1,mu-metal,81.72870049119487
pancake,10,15,10,80,170,300,5,B1,none,82.73451200852413
pancake,10,15,10,80,170,300,5,B1,mu-metal,82.21619915886394
pancake,10,15,10,80,170,350,3,A1,none,81.91245431392663
pancake,10,15,10,80,170,350,3,A1,mu-metal,81.7825425197211
pancake,10,15,10,80,170,350,3,B1,none,81.54679732982896
pancake,10,15,10,80,170,350,3,B1,mu-metal,82.58482856518114
pancake,10,15,10,80,170,350,5,A1,none,82.27690848491152
pancake,10,15,10,80,170,350,5,A1,mu-metal,81.65270439960166
pancake,10,15,10,80,170,350,5,B1,none,82.38778373506486
pancake,10,15,10,80,170,350,5,B1,mu-metal,81.34896600424928
pancake,10,15,10,90,150,300,3,A1,none,82.12582084159574
pancake,10,15,10,90,150,300,3,A1,mu-metal,81.66708083159443
pancake,10,15,10,90,150,300,3,B1,none,82.26528522337199
pancake,10,15,10,90,150,300,3,B1,mu-metal,82.18151180331674
pancake,10,15,10,90,150,300,5,A1,none,81.88641140585798
pancake,10,15,10,90,150,300,5,A1,mu-metal,82.18155648083817
pancake,10,15,10,90,150,300,5,B1,none,82.85771010507608
pancake,10,15,10,90,150,300,5,B1,mu-metal,81.5977689082422
pancake,10,15,10,90,150,350,3,A1,none,81.97022823212161
pancake,10,15,10,90,150,350,3,A1,mu-metal,81.63709635308219
pancake,10,15,10,90,150,350,3,B1,none,81.51733345836345
pancake,10,15,10,90,150,350,3,B1,mu-metal,81.84750403025909
pancake,10,15,10,90,150,350,5,A1,none,82.44243016864382
pancake,10,15,10,90,150,350,5,A1,mu-metal,81.77873058299132
pancake,10,15,10,90,150,350,5,B1,none,81.9253677796353
pancake,10,15,10,90,150,350,5,B1,mu-metal,82.49543394236125
pancake,10,15,10,90,170,300,3,A1,none,80.82712177100055
pancake,10,15,10,90,170,300,3,A1,mu-metal,83.24923644249303
pancake,10,15,10,90,170,300,3,B1,none,82.67424451004231
pancake,10,15,10,90,170,300,3,B1,mu-metal,81.9786307292585
pancake,10,15,10,90,170,300,5,A1,none,81.90086540710917
pancake,10,15,10,90,170,300,5,A1,mu-metal,81.96977156518462
pancake,10,15,10,90,170,300,5,B1,none,81.52412876203985
pancake,10,15,10,90,170,300,5,B1,mu-metal,82.80231661291843
pancake,10,15,10,90,170,350,3,A1,none,81.6799458154159
pancake,10,15,10,90,170,350,3,A1,mu-metal,82.49747721723958
pancake,10,15,10,90,170,350,3,B1,none,81.09243479461203
pancake,10,15,10,90,170,350,3,B1,mu-metal,82.22471752939089
pancake,10,15,10,90,170,350,5,A1,none,81.25588731388204
pancake,10,15,10,90,170,350,5,A1,mu-metal,82.00147627794541
pancake,10,15,10,90,170,350,5,B1,none,82.20415254964665
pancake,10,15,10,90,170,350,5,B1,mu-metal,81.82937979699813
pancake,10,20,0,80,150,300,3,A1,none,83.37484308472342
pancake,10,20,0,80,150,300,3,A1,mu-metal,83.28962008975942
pancake,10,20,0,80,150,300,3,B1,none,83.59662437917103
pancake,10,20,0,80,150,300,3,B1,mu-metal,83.53765051917438
pancake,10,20,0,80,150,300,5,A1,none,83.70164150896059
pancake,10,20,0,80,150,300,5,A1,mu-metal,84.27753984756399
pancake,10,20,0,80,150,300,5,B1,none,83.04504180983612
pancake,10,20,0,80,150,300,5,B1,mu-metal,84.84326312803323
pancake,10,20,0,80,150,350,3,A1,none,81.83859004325839
pancake,10,20,0,80,150,350,3,A1,mu-metal,84.11432898636232
pancake,10,20,0,80,150,350,3,B1,none,83.50926229020811
pancake,10,20,0,80,150,350,3,B1,mu-metal,83.6975742168748
pancake,10,20,0,80,150,350,5,A1,none,82.8502519722765
pancake,10,20,0,80,150,350,5,A1,mu-metal,83.19406086813422
pancake,10,20,0,80,150,350,5,B1,none,83.72236532532862
pancake,10,20,0,80,150,350,5,B1,mu-metal,84.09269933827493
pancake,10,20,0,80,170,300,3,A1,none,82.86718229034675
pancake,10,20,0,80,170,300,3,A1,mu-metal,83.54715994413243
pancake,10,20,0,80,170,300,3,B1,none,83.28106638265346
pancake,10,20,0,80,170,300,3,B1,mu-metal,82.43067520260044
pancake,10,20,0,80,170,300,5,A1,none,83.10652385071434
pancake,10,20,0,80,170,300,5,A1,mu-metal,83.62923040045442
pancake,10,20,0,80,170,300,5,B1,none,83.9240238851155
pancake,10,20,0,80,170,300,5,B1,mu-metal,84.0947790063538
pancake,10,20,0,80,170,350,3,A1,none,83.96022315264042
pancake,10,20,0,80,170,350,3,A1,mu-metal,83.08310288079137
pancake,10,20,0,80,170,350,3,B1,none,83.5719464660964
pancake,10,20,0,80,170,350,3,B1,mu-metal,84.30133062548401
pancake,10,20,0,80,170,350,5,A1,none,82.87402082216919
pancake,10,20,0,80,170,350,5,A1,mu-metal,83.31476339019082
pancake,10,20,0,80,170,350,5,B1,none,83.17850422760202
pancake,10,20,0,80,170,350,5,B1,mu-metal,83.18552372418524
pancake,10,20,0,90,150,300,3,A1,none,84.17963246438674
pancake,10,20,0,90,150,300,3,A1,mu-metal,84.0099906906547
pancake,10,20,0,90,150,300,3,B1,none,83.95922941269556
pancake,10,20,0,90,150,300,3,B1,mu-metal,83.96174649071601
pancake,10,20,0,90,150,300,5,A1,none,83.11030135576877
pancake,10,20,0,90,150,300,5,A1,mu-metal,83.33397792563845
pancake,10,20,0,90,150,300,5,B1,none,83.50750811755822
pancake,10,20,0,90,150,300,5,B1,mu-metal,83.35318165404402
pancake,10,20,0,90,150,350,3,A1,none,83.15485568002543
pancake,10,20,0,90,150,350,3,A1,mu-metal,83.06768265393632
pancake,10,20,0,90,150,350,3,B1,none,84.05285425886777
pancake,10,20,0,90,150,350,3,B1,mu-metal,83.460235485055
pancake,10,20,0,90,150,350,5,A1,none,83.3458270420127
pancake,10,20,0,90,150,350,5,A1,mu-metal,83.89983342918913
pancake,10,20,0,90,150,350,5,B1,none,83.27709435202277
pancake,10,20,0,90,150,350,5,B1,mu-metal,83.61066492464724
pancake,10,20,0,90,170,300,3,A1,none,83.55149936900224
pancake,10,20,0,90,170,300,3,A1,mu-metal,83.51723443854544
pancake,10,20,0,90,170,300,3,B1,none,83.0971071243551
pancake,10,20,0,90,170,300,3,B1,mu-metal,83.23115087661638
pancake,10,20,0,90,170,300,5,A1,none,83.67953915135763
pancake,10,20,0,90,170,300,5,A1,mu-metal,83.58322263661945
pancake,10,20,0,90,170,300,5,B1,none,83.82087347612627
pancake,10,20,0,90,170,300,5,B1,mu-metal,82.94312205815821
pancake,10,20,0,90,170,350,3,A1,none,83.81188570129567
pancake,10,20,0,90,170,350,3,A1,mu-metal,83.30835218709692
pancake,10,20,0,90,170,350,3,B1,none,83.2766582757241
pancake,10,20,0,90,170,350,3,B1,mu-metal,83.18775863432542
pancake,10,20,0,90,170,350,5,A1,none,82.98629749865715
pancake,10,20,0,90,170,350,5,A1,mu-metal,83.68933384731169
pancake,10,20,0,90,170,350,5,B1,none,83.08614499018702
pancake,10,20,0,90,170,350,5,B1,mu-metal,83.09000305267254
pancake,10,20,10,80,150,300,3,A1,none,78.41681454029968
pancake,10,20,10,80,150,300,3,A1,mu-metal,78.47928500628659
pancake,10,20,10,80,150,300,3,B1,none,78.33479408296817
pancake,10,20,10,80,150,300,3,B1,mu-metal,79.07292739310584
pancake,10,20,10,80,150,300,5,A1,none,78.80463656007183
pancake,10,20,10,80,150,300,5,A1,mu-metal,78.38751331710569
pancake,10,20,10,80,150,300,5,B1,none,78.93074295197778
pancake,10,20,10,80,150,300,5,B1,mu-metal,79.22953483478278
pancake,10,20,10,80,150,350,3,A1,none,78.55024051578826
pancake,10,20,10,80,150,350,3,A1,mu-metal,79.06961442326488
pancake,10,20,10,80,150,350,3,B1,none,78.58664526678656
pancake,10,20,10,80,150,350,3,B1,mu-metal,78.5262871735993
pancake,10,20,10,80,150,350,5,A1,none,78.6649439509928
pancake,10,20,10,80,150,350,5,A1,mu-metal,79.05099711197143
pancake,10,20,10,80,150,350,5,B1,none,78.32686575855423
pancake,10,20,10,80,150,350,5,B1,mu-metal,77.70307879301635
pancake,10,20,10,80,170,300,3,A1,none,78.36323171691151
pancake,10,20,10,80,170,300,3,A1,mu-metal,78.34553382555706
pancake,10,20,10,80,170,300,3,B1,none,78.07828593695353
pancake,10,20,10,80,170,300,3,B1,mu-metal,78.73637527633093
pancake,10,20,10,80,170,300,5,A1,none,78.5897988498072
pancake,10,20,10,80,170,300,5,A1,mu-metal,77.6137874549269
pancake,10,20,10,80,170,300,5,B1,none,78.0753148127116
pancake,10,20,10,80,170,300,5,B1,mu-metal,77.53880706157794
pancake,10,20,10,80,170,350,3,A1,none,78.17532859086191
pancake,10,20,10,80,170,350,3,A1,mu-metal,78.70063054803863
pancake,10,20,10,80,170,350,3,B1,none,78.54072748153112
pancake,10,20,10,80,170,350,3,B1,mu-metal,78.65351704454285
pancake,10,20,10,80,170,350,5,A1,none,78.34256601823358
pancake,10,20,10,80,170,350,5,A1,mu-metal,78.16178276782522
pancake,10,20,10,80,170,350,5,B1,none,77.90599102852013
pancake,10,20,10,80,170,350,5,B1,mu-metal,78.31340008798543
pancake,10,20,10,90,150,300,3,A1,none,79.11985710830051
pancake,10,20,10,90,150,300,3,A1,mu-metal,78.95771045248264
pancake,10,20,10,90,150,300,3,B1,none,77.96971361427153
pancake,10,20,10,90,150,300,3,B1,mu-metal,77.706830397066
pancake,10,20,10,90,150,300,5,A1,none,78.2148275197201
pancake,10,20,10,90,150,300,5,A1,mu-metal,78.91519206829616
pancake,10,20,10,90,150,300,5,B1,none,78.68322046421565
pancake,10,20,10,90,150,300,5,B1,mu-metal,78.12179939440104
pancake,10,20,10,90,150,350,3,A1,none,78.40043226119863
pancake,10,20,10,90,150,350,3,A1,mu-metal,78.8506066399039
pancake,10,20,10,90,150,350,3,B1,none,78.2452596198846
pancake,10,20,10,90,150,350,3,B1,mu-metal,78.33508631443064
pancake,10,20,10,90,150,350,5,A1,none,78.40530615912637
pancake,10,20,10,90,150,350,5,A1,mu-metal,78.20546587127497
pancake,10,20,10,90,150,350,5,B1,none,78.48196132509798
pancake,10,20,10,90,150,350,5,B1,mu-metal,79.16289700061529
pancake,10,20,10,90,170,300,3,A1,none,78.74420182649114
pancake,10,20,10,90,170,300,3,A1,mu-metal,78.68656962787125
pancake,10,20,10,90,170,300,3,B1,none,78.35223548320177
pancake,10,20,10,90,170,300,3,B1,mu-metal,77.07270873509562
pancake,10,20,10,90,170,300,5,A1,none,79.2087188024673
pancake,10,20,10,90,170,300,5,A1,mu-metal,77.6290227479357
pancake,10,20,10,90,170,300,5,B1,none,78.44075693656502
pancake,10,20,10,90,170,300,5,B1,mu-metal,78.52145252623141
pancake,10,20,10,90,170,350,3,A1,none,77.88189665470459
pancake,10,20,10,90,170,350,3,A1,mu-metal,78.51169637716254
pancake,10,20,10,90,170,350,3,B1,none,78.97460930304148
pancake,10,20,10,90,170,350,3,B1,mu-metal,77.93833675707488
pancake,10,20,10,90,170,350,5,A1,none,78.86460382512546
pancake,10,20,10,90,170,350,5,A1,mu-metal,78.63965902857201
pancake,10,20,10,90,170,350,5,B1,none,78.3741769538353
pancake,10,20,10,90,170,350,5,B1,mu-metal,78.52450205379387
pancake,12,10,0,80,150,300,3,A1,none,90.2066772742786
pancake,12,10,0,80,150,300,3,A1,mu-metal,91.09572590064892
pancake,12,10,0,80,150,300,3,B1,none,90.49958831547484
pancake,12,10,0,80,150,300,3,B1,mu-metal,90.1372640943186
pancake,12,10,0,80,150,300,5,A1,none,91.54825711821952
pancake,12,10,0,80,150,300,5,A1,mu-metal,90.57296029238832
pancake,12,10,0,80,150,300,5,B1,none,90.56867179178774
pancake,12,10,0,80,150,300,5,B1,mu-metal,91.2714293553059
pancake,12,10,0,80,150,350,3,A1,none,90.50524838965885
pancake,12,10,0,80,150,350,3,A1,mu-metal,91.00154087502705
pancake,12,10,0,80,150,350,3,B1,none,90.47893904862023
pancake,12,10,0,80,150,350,3,B1,mu-metal,90.03673936062842
pancake,12,10,0,80,150,350,5,A1,none,89.9276859662477
pancake,12,10,0,80,150,350,5,A1,mu-metal,91.1112812756813
pancake,12,10,0,80,150,350,5,B1,none,90.56371879814604
pancake,12,10,0,80,150,350,5,B1,mu-metal,90.47979203505784
pancake,12,10,0,80,170,300,3,A1,none,91.96619170228844
pancake,12,10,0,80,170,300,3,A1,mu-metal,90.64030829395664
pancake,12,10,0,80,170,300,3,B1,none,91.44328225253888
pancake,12,10,0,80,170,300,3,B1,mu-metal,90.04989489846199
pancake,12,10,0,80,170,300,5,A1,none,91.8914563968616
pancake,12,10,0,80,170,300,5,A1,mu-metal,90.69032832162478
